ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT000603,CUST0234,R002,2024-11-06,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,3,5
TKT000604,CUST0292,R010,2024-11-13,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,9,3
TKT000605,CUST0154,R005,2024-12-12,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,8,3
TKT000606,CUST0130,R009,2025-01-09,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,9,1
TKT000607,CUST0088,R005,2025-01-09,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,10,4
TKT000608,CUST0021,R003,2024-11-10,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,7,3
TKT000609,CUST0066,R005,2024-11-18,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT000610,CUST0005,R002,2024-12-02,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000611,CUST0161,R005,2024-12-11,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,13,2
TKT000612,CUST0178,R006,2024-12-05,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,4,5
TKT000613,CUST0293,R001,2025-01-17,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Open,,
TKT000614,CUST0075,R004,2024-11-22,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Open,,
TKT000615,CUST0056,R005,2024-11-24,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,8,5
TKT000616,CUST0217,R006,2024-11-26,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,3,1
TKT000617,CUST0018,R005,2024-10-22,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,2,3
TKT000618,CUST0191,R004,2024-11-26,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,6,5
TKT000619,CUST0233,R002,2025-01-18,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,1,1
TKT000620,CUST0199,R009,2024-12-18,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,3,1
TKT000621,CUST0129,R008,2024-10-04,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,1,4
TKT000622,CUST0150,R004,2024-12-19,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,7,3
TKT000623,CUST0114,R009,2024-11-25,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,12,4
TKT000624,CUST0158,R006,2024-11-17,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,7,5
TKT000625,CUST0127,R009,2024-11-06,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Open,,
TKT000626,CUST0083,R003,2024-12-01,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,3,1
TKT000627,CUST0033,R009,2024-12-04,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT000628,CUST0186,R009,2024-11-27,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,8,4
TKT000629,CUST0072,R003,2024-10-18,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,14,5
TKT000630,CUST0153,R006,2025-01-18,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,10,1
TKT000631,CUST0020,R004,2024-10-07,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,12,5
TKT000632,CUST0143,R009,2024-12-29,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,8,1
TKT000633,CUST0001,R001,2024-12-02,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,13,1
TKT000634,CUST0173,R011,2025-01-30,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Open,,
TKT000635,CUST0218,R011,2024-12-17,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT000636,CUST0017,R004,2025-01-29,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,10,1
TKT000637,CUST0206,R010,2025-01-12,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,4,5
TKT000638,CUST0218,R001,2025-01-06,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,6,3
TKT000639,CUST0256,R001,2024-10-17,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,4,2
TKT000640,CUST0290,R006,2024-10-27,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,2,2
TKT000641,CUST0093,R011,2024-11-17,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,5,5
TKT000642,CUST0119,R009,2025-01-03,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,7,3
TKT000643,CUST0184,R010,2024-11-18,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,10,4
TKT000644,CUST0231,R004,2024-10-06,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,1,3
TKT000645,CUST0183,R009,2025-01-08,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,14,1
TKT000646,CUST0223,R003,2024-12-15,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,14,2
TKT000647,CUST0221,R006,2025-01-27,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,14,3
TKT000648,CUST0188,R010,2024-11-06,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,1,5
TKT000649,CUST0042,R004,2024-11-04,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Open,,
TKT000650,CUST0299,R012,2024-10-23,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,11,3
TKT000651,CUST0194,R005,2024-11-16,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,13,2
TKT000652,CUST0269,R010,2024-12-31,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,10,2
TKT000653,CUST0035,R009,2025-01-20,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT000654,CUST0075,R011,2025-01-15,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,6,5
TKT000655,CUST0097,R009,2024-10-19,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT000656,CUST0091,R012,2024-10-24,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,1,4
TKT000657,CUST0012,R009,2025-01-28,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,10,1
TKT000658,CUST0257,R002,2024-10-29,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000659,CUST0021,R006,2024-10-12,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,7,2
TKT000660,CUST0115,R006,2024-12-15,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Open,,
TKT000661,CUST0139,R005,2024-10-27,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,2,1
TKT000662,CUST0137,R006,2025-02-01,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,5,4
TKT000663,CUST0014,R005,2024-11-05,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,3,1
TKT000664,CUST0225,R011,2024-10-07,Customer Service,Le service clientèle en ligne est inexistant.,negative,Open,,
TKT000665,CUST0246,R006,2024-11-13,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,5,1
TKT000666,CUST0266,R004,2024-12-31,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT000667,CUST0026,R005,2024-10-30,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,3,1
TKT000668,CUST0041,R006,2024-12-09,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,8,5
TKT000669,CUST0082,R006,2024-11-20,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,5,2
TKT000670,CUST0060,R003,2025-01-02,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,11,3
TKT000671,CUST0113,R008,2025-01-06,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,1,3
TKT000672,CUST0119,R009,2024-12-06,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,14,5
TKT000673,CUST0244,R004,2024-12-18,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,9,4
TKT000674,CUST0202,R005,2024-10-25,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,12,5
TKT000675,CUST0170,R008,2025-01-25,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,11,5
TKT000676,CUST0072,R006,2025-01-11,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,7,2
TKT000677,CUST0005,R005,2024-11-07,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,3,5
TKT000678,CUST0230,R009,2025-01-06,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,13,5
TKT000679,CUST0138,R005,2025-01-23,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,13,1
TKT000680,CUST0203,R006,2024-10-25,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,5,4
TKT000681,CUST0090,R003,2025-01-24,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT000682,CUST0224,R001,2024-11-04,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,2,5
TKT000683,CUST0216,R006,2024-11-23,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT000684,CUST0154,R008,2024-10-04,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,14,3
TKT000685,CUST0167,R010,2024-11-28,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT000686,CUST0198,R001,2025-01-03,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Open,,
TKT000687,CUST0284,R001,2024-11-04,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,4,5
TKT000688,CUST0244,R007,2024-10-15,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT000689,CUST0173,R006,2024-11-26,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,9,2
TKT000690,CUST0135,R006,2024-11-08,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,11,4
TKT000691,CUST0176,R010,2024-11-23,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,12,5
TKT000692,CUST0004,R009,2024-11-14,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT000693,CUST0161,R003,2025-01-17,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,3,2
TKT000694,CUST0137,R008,2025-01-12,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,1,5
TKT000695,CUST0125,R004,2024-10-21,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,12,1
TKT000696,CUST0252,R005,2024-10-18,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,4,4
TKT000697,CUST0247,R003,2024-11-19,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,7,1
TKT000698,CUST0062,R005,2024-10-27,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,1,3
TKT000699,CUST0182,R010,2025-01-21,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,9,1
TKT000700,CUST0056,R012,2024-10-26,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,3,2
TKT000701,CUST0023,R004,2025-01-10,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,13,4
TKT000702,CUST0001,R003,2025-01-13,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000703,CUST0168,R010,2024-10-25,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,5,5
TKT000704,CUST0154,R005,2024-11-26,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,1,3
TKT000705,CUST0019,R008,2025-01-05,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,2,1
TKT000706,CUST0253,R012,2024-12-07,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,11,3
TKT000707,CUST0277,R006,2024-11-23,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,4,5
TKT000708,CUST0004,R006,2024-12-04,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,5,1
TKT000709,CUST0183,R004,2024-11-10,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Open,,
TKT000710,CUST0151,R004,2024-10-14,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,8,3
TKT000711,CUST0271,R010,2024-10-20,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,7,2
TKT000712,CUST0199,R005,2024-12-27,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,12,5
TKT000713,CUST0025,R005,2024-10-08,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,3,4
TKT000714,CUST0043,R006,2024-10-05,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,5,3
TKT000715,CUST0265,R001,2024-10-06,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,4,3
TKT000716,CUST0178,R005,2025-01-27,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Open,,
TKT000717,CUST0005,R005,2024-11-04,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Open,,
TKT000718,CUST0059,R006,2025-01-16,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,12,1
TKT000719,CUST0096,R006,2024-11-26,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,14,4
TKT000720,CUST0104,R011,2025-01-10,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,9,5
TKT000721,CUST0160,R005,2024-12-29,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,14,1
TKT000722,CUST0230,R005,2024-10-30,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,14,5
TKT000723,CUST0266,R008,2024-11-24,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Open,,
TKT000724,CUST0297,R009,2024-12-16,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT000725,CUST0213,R010,2024-12-25,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,7,1
TKT000726,CUST0092,R006,2024-10-07,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,4,2
TKT000727,CUST0253,R010,2024-12-16,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,11,4
TKT000728,CUST0207,R004,2025-01-10,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,14,5
TKT000729,CUST0153,R009,2024-12-14,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT000730,CUST0151,R012,2024-10-15,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,1,3
TKT000731,CUST0010,R007,2024-10-24,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT000732,CUST0124,R009,2024-12-29,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,6,3
TKT000733,CUST0098,R008,2024-11-09,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,10,5
TKT000734,CUST0086,R012,2024-10-12,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,14,5
TKT000735,CUST0075,R005,2024-10-24,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,5,2
TKT000736,CUST0134,R006,2025-01-15,Customer Service,No response to my email sent 2 weeks ago.,negative,Open,,
TKT000737,CUST0005,R003,2024-12-02,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,2,4
TKT000738,CUST0001,R006,2024-12-25,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,4,3
TKT000739,CUST0248,R010,2024-11-21,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,5,5
TKT000740,CUST0079,R011,2024-11-15,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT000741,CUST0114,R011,2024-10-10,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,3,3
